herb_id,P1_group_signature,P2_group_signature,same_member_set,P2_added_connectivity,difference_reason
H0710,P1SIG_ec4349dd803d,P2SIG_ec4349dd803d,True,False,
H0711,P1SIG_ec4349dd803d,P2SIG_ec4349dd803d,True,False,
H0712,P1SIG_a3f2d95fafdb,P2SIG_a3f2d95fafdb,True,False,
H0713,P1SIG_74e00cb42986,P2SIG_74e00cb42986,True,False,
H0714,P1SIG_b0968ba6c3b1,P2SIG_b0968ba6c3b1,True,False,
H0715,P1SIG_1c4eb6b50cff,P2SIG_1c4eb6b50cff,True,False,
H0716,P1SIG_0c731d1afd0f,P2SIG_0c731d1afd0f,True,False,
H0717,P1SIG_0c731d1afd0f,P2SIG_0c731d1afd0f,True,False,
H0718,P1SIG_5d8afaa98564,P2SIG_5d8afaa98564,True,False,
H0719,P1SIG_a7eddf6a48c0,P2SIG_a7eddf6a48c0,True,False,
H0720,P1SIG_698e28e66f64,P2SIG_698e28e66f64,True,False,
H0721,P1SIG_3f9020bc6752,P2SIG_3f9020bc6752,True,False,
H0722,P1SIG_bf516abe502c,P2SIG_bf516abe502c,True,False,
H0723,P1SIG_2d8dd1b2e7fa,P2SIG_2d8dd1b2e7fa,True,False,
H0724,P1SIG_87b102e549a1,P2SIG_87b102e549a1,True,False,
H0725,P1SIG_1e97727f686b,P2SIG_1e97727f686b,True,False,
H0726,P1SIG_04cf9df84c0b,P2SIG_04cf9df84c0b,True,False,
H0727,P1SIG_c138ad243cff,P2SIG_c138ad243cff,True,False,
H0728,P1SIG_77ae051c673b,P2SIG_77ae051c673b,True,False,
H0729,P1SIG_be0779f1a2d9,P2SIG_be0779f1a2d9,True,False,
H0730,P1SIG_4de06fdf6443,P2SIG_4de06fdf6443,True,False,
H0731,P1SIG_5cfeb9d489e8,P2SIG_5cfeb9d489e8,True,False,
H0732,P1SIG_f5d3ff285109,P2SIG_f5d3ff285109,True,False,
H0733,P1SIG_56d2c3215c10,P2SIG_56d2c3215c10,True,False,
H0734,P1SIG_0a2cc1bda92c,P2SIG_0a2cc1bda92c,True,False,
H0735,P1SIG_34fabcdd0e22,P2SIG_34fabcdd0e22,True,False,
H0736,P1SIG_37d96977c251,P2SIG_37d96977c251,True,False,
H0737,P1SIG_f3383250f4a2,P2SIG_f3383250f4a2,True,False,
H0738,P1SIG_3d5b5a862617,P2SIG_3d5b5a862617,True,False,
H0739,P1SIG_e2501b9e5098,P2SIG_e2501b9e5098,True,False,
H0740,P1SIG_ea8bf05fcc20,P2SIG_ea8bf05fcc20,True,False,
H0741,P1SIG_92121f039e03,P2SIG_92121f039e03,True,False,
H0742,P1SIG_2f345bb500a0,P2SIG_2f345bb500a0,True,False,
H0743,P1SIG_ea8bf05fcc20,P2SIG_ea8bf05fcc20,True,False,
H0744,P1SIG_dee471a97344,P2SIG_dee471a97344,True,False,
H0745,P1SIG_9a29e1334a62,P2SIG_9a29e1334a62,True,False,
H0746,P1SIG_9a29e1334a62,P2SIG_9a29e1334a62,True,False,
H0747,P1SIG_3939d145d81e,P2SIG_3939d145d81e,True,False,
H0748,P1SIG_967697e956c2,P2SIG_967697e956c2,True,False,
H0749,P1SIG_5d407ee7b85b,P2SIG_5d407ee7b85b,True,False,
H0750,P1SIG_941d2832fec4,P2SIG_941d2832fec4,True,False,
H0751,P1SIG_e67229ff402f,P2SIG_e67229ff402f,True,False,
H0752,P1SIG_e67229ff402f,P2SIG_e67229ff402f,True,False,
H0753,P1SIG_e67229ff402f,P2SIG_e67229ff402f,True,False,
H0754,P1SIG_8a181477b3c9,P2SIG_8a181477b3c9,True,False,
H0755,P1SIG_6d5f58b32ff2,P2SIG_6d5f58b32ff2,True,False,
H0756,P1SIG_ba17478be9ec,P2SIG_ba17478be9ec,True,False,
H0757,P1SIG_ba17478be9ec,P2SIG_ba17478be9ec,True,False,
H0758,P1SIG_3d71c8e92138,P2SIG_3d71c8e92138,True,False,
H0759,P1SIG_0d485f163e75,P2SIG_0d485f163e75,True,False,
H0760,P1SIG_ef58b94c11ae,P2SIG_ef58b94c11ae,True,False,
H0761,P1SIG_cbcabca7d0f6,P2SIG_cbcabca7d0f6,True,False,
H0762,P1SIG_b3c8258b0e1d,P2SIG_b3c8258b0e1d,True,False,
H0763,P1SIG_107f6ad73c18,P2SIG_107f6ad73c18,True,False,
H0764,P1SIG_21430d79b83e,P2SIG_21430d79b83e,True,False,
H0765,P1SIG_c4637945081c,P2SIG_c4637945081c,True,False,
H0766,P1SIG_96b94307d8c9,P2SIG_96b94307d8c9,True,False,
H0767,P1SIG_aa103c698008,P2SIG_aa103c698008,True,False,
H0768,P1SIG_be975cb58574,P2SIG_be975cb58574,True,False,
H0769,P1SIG_9e8563c175b7,P2SIG_9e8563c175b7,True,False,
H0770,P1SIG_9e8563c175b7,P2SIG_9e8563c175b7,True,False,
H0771,P1SIG_9e8563c175b7,P2SIG_9e8563c175b7,True,False,
H0772,P1SIG_5bb7102ef2f5,P2SIG_5bb7102ef2f5,True,False,
H0773,P1SIG_ffaad43f8e1e,P2SIG_ffaad43f8e1e,True,False,
H0774,P1SIG_8893f7734445,P2SIG_8893f7734445,True,False,
H0775,P1SIG_44b2df3fd52f,P2SIG_44b2df3fd52f,True,False,
H0776,P1SIG_320fad92c4f9,P2SIG_320fad92c4f9,True,False,
H0777,P1SIG_8135810d7aa0,P2SIG_8135810d7aa0,True,False,
H0778,P1SIG_320fad92c4f9,P2SIG_320fad92c4f9,True,False,
H0779,P1SIG_8135810d7aa0,P2SIG_8135810d7aa0,True,False,
H0780,P1SIG_19a1c3f77d5d,P2SIG_19a1c3f77d5d,True,False,
H0781,P1SIG_b40e68a47d96,P2SIG_b40e68a47d96,True,False,
H0782,P1SIG_394cc80eb83b,P2SIG_394cc80eb83b,True,False,
H0783,P1SIG_c434ec5b8794,P2SIG_c434ec5b8794,True,False,
H0784,P1SIG_d1a37864e921,P2SIG_d1a37864e921,True,False,
H0785,P1SIG_ef58b94c11ae,P2SIG_ef58b94c11ae,True,False,
H0786,P1SIG_0eebdfbfdb5f,P2SIG_0eebdfbfdb5f,True,False,
H0787,P1SIG_0eebdfbfdb5f,P2SIG_0eebdfbfdb5f,True,False,
H0788,P1SIG_0eebdfbfdb5f,P2SIG_0eebdfbfdb5f,True,False,
H0789,P1SIG_0eebdfbfdb5f,P2SIG_0eebdfbfdb5f,True,False,
H0790,P1SIG_0eebdfbfdb5f,P2SIG_0eebdfbfdb5f,True,False,
H0791,P1SIG_f20db82ed82c,P2SIG_f20db82ed82c,True,False,
H0792,P1SIG_30a4d4e01b5c,P2SIG_30a4d4e01b5c,True,False,
H0793,P1SIG_f4567da904dc,P2SIG_f4567da904dc,True,False,
H0794,P1SIG_f96196c34131,P2SIG_f96196c34131,True,False,
H0795,P1SIG_c1fe65ddc549,P2SIG_c1fe65ddc549,True,False,
H0796,P1SIG_f2fe7117849d,P2SIG_f2fe7117849d,True,False,
H0797,P1SIG_d2af72122083,P2SIG_d2af72122083,True,False,
H0798,P1SIG_0a2cc1bda92c,P2SIG_0a2cc1bda92c,True,False,
H0799,P1SIG_f2fe7117849d,P2SIG_f2fe7117849d,True,False,
H0800,P1SIG_f2fe7117849d,P2SIG_f2fe7117849d,True,False,
H0801,P1SIG_bef11d45c157,P2SIG_bef11d45c157,True,False,
H0802,P1SIG_3d71c8e92138,P2SIG_3d71c8e92138,True,False,
H0803,P1SIG_2c696ef7c110,P2SIG_2c696ef7c110,True,False,
H0804,P1SIG_3d71c8e92138,P2SIG_3d71c8e92138,True,False,
H0805,P1SIG_3d71c8e92138,P2SIG_3d71c8e92138,True,False,
H0806,P1SIG_1d4e70cb99cf,P2SIG_1d4e70cb99cf,True,False,
H0807,P1SIG_83f22a8f4dad,P2SIG_83f22a8f4dad,True,False,
H0808,P1SIG_5c8a3f99a60c,P2SIG_5c8a3f99a60c,True,False,
H0809,P1SIG_03d225e78075,P2SIG_03d225e78075,True,False,
H0810,P1SIG_c386e1d3204d,P2SIG_c386e1d3204d,True,False,
H0811,P1SIG_9f5cbe9fbcfa,P2SIG_9f5cbe9fbcfa,True,False,
H0812,P1SIG_e96bcb549c87,P2SIG_e96bcb549c87,True,False,
H0813,P1SIG_3d71c8e92138,P2SIG_3d71c8e92138,True,False,
H0814,P1SIG_78b099bb2f40,P2SIG_78b099bb2f40,True,False,
H0815,P1SIG_aa103c698008,P2SIG_aa103c698008,True,False,
H0816,P1SIG_5b89d52435ce,P2SIG_5b89d52435ce,True,False,
H0817,P1SIG_3fcde9ae9ee1,P2SIG_3fcde9ae9ee1,True,False,
H0818,P1SIG_b114d2ba6a29,P2SIG_b114d2ba6a29,True,False,
H0819,P1SIG_b114d2ba6a29,P2SIG_b114d2ba6a29,True,False,
H0820,P1SIG_eb898e69d639,P2SIG_eb898e69d639,True,False,
H0821,P1SIG_5b89d52435ce,P2SIG_5b89d52435ce,True,False,
H0822,P1SIG_28b26b19c3e6,P2SIG_28b26b19c3e6,True,False,
H0823,P1SIG_b6a7d94a342a,P2SIG_b6a7d94a342a,True,False,
H0824,P1SIG_40cded32b1f5,P2SIG_40cded32b1f5,True,False,
H0825,P1SIG_48398c73717f,P2SIG_48398c73717f,True,False,
H0826,P1SIG_baa9e67e43e8,P2SIG_baa9e67e43e8,True,False,
H0827,P1SIG_3110e24aca4a,P2SIG_3110e24aca4a,True,False,
H0828,P1SIG_dd1845df619d,P2SIG_dd1845df619d,True,False,
H0829,P1SIG_779c35ecf04d,P2SIG_779c35ecf04d,True,False,
H0830,P1SIG_d2f3ed6788ea,P2SIG_d2f3ed6788ea,True,False,
H0831,P1SIG_c062103a2661,P2SIG_c062103a2661,True,False,
H0832,P1SIG_2bc011f9109a,P2SIG_2bc011f9109a,True,False,
H0833,P1SIG_30e4587ff4fe,P2SIG_30e4587ff4fe,True,False,
H0834,P1SIG_d2f3ed6788ea,P2SIG_d2f3ed6788ea,True,False,
H0835,P1SIG_20553bc227b4,P2SIG_20553bc227b4,True,False,
H0836,P1SIG_da88ae3587f6,P2SIG_da88ae3587f6,True,False,
H0837,P1SIG_82f5cb60d85c,P2SIG_82f5cb60d85c,True,False,
H0838,P1SIG_07989d057eb7,P2SIG_07989d057eb7,True,False,
H0839,P1SIG_38943549616b,P2SIG_38943549616b,True,False,
H0840,P1SIG_17ae6d886f10,P2SIG_17ae6d886f10,True,False,
H0841,P1SIG_fcb15f16f0f6,P2SIG_fcb15f16f0f6,True,False,
H0842,P1SIG_c8ca54a9d725,P2SIG_c8ca54a9d725,True,False,
H0843,P1SIG_ca0acb8f3a6c,P2SIG_ca0acb8f3a6c,True,False,
H0844,P1SIG_99135c58abab,P2SIG_99135c58abab,True,False,
H0845,P1SIG_78a0d2ccac9b,P2SIG_78a0d2ccac9b,True,False,
H0846,P1SIG_fcb15f16f0f6,P2SIG_fcb15f16f0f6,True,False,
H0847,P1SIG_206b7932a9fe,P2SIG_206b7932a9fe,True,False,
H0848,P1SIG_6c8394f853e3,P2SIG_6c8394f853e3,True,False,
H0849,P1SIG_a5ca1c6e53e6,P2SIG_a5ca1c6e53e6,True,False,
H0850,P1SIG_a5ca1c6e53e6,P2SIG_a5ca1c6e53e6,True,False,
H0851,P1SIG_7a0b0d8e4cb7,P2SIG_7a0b0d8e4cb7,True,False,
H0852,P1SIG_92e6fafd314b,P2SIG_92e6fafd314b,True,False,
H0853,P1SIG_ba4fb545ef78,P2SIG_ba4fb545ef78,True,False,
H0854,P1SIG_acb1a559df30,P2SIG_acb1a559df30,True,False,
H0855,P1SIG_784326f3e60a,P2SIG_784326f3e60a,True,False,
H0856,P1SIG_6f980e5834d1,P2SIG_6f980e5834d1,True,False,
H0857,P1SIG_6f980e5834d1,P2SIG_6f980e5834d1,True,False,
H0858,P1SIG_6f980e5834d1,P2SIG_6f980e5834d1,True,False,
H0859,P1SIG_784326f3e60a,P2SIG_784326f3e60a,True,False,
H0860,P1SIG_6f980e5834d1,P2SIG_6f980e5834d1,True,False,
H0861,P1SIG_a1399bc2de3e,P2SIG_a1399bc2de3e,True,False,
H0862,P1SIG_a6fdd18a660b,P2SIG_a6fdd18a660b,True,False,
H0863,P1SIG_a01a3b9316d8,P2SIG_a01a3b9316d8,True,False,
H0864,P1SIG_ccbe0e72f729,P2SIG_ccbe0e72f729,True,False,
H0865,P1SIG_a6fdd18a660b,P2SIG_a6fdd18a660b,True,False,
H0866,P1SIG_51e954dd7e8c,P2SIG_51e954dd7e8c,True,False,
H0867,P1SIG_3e8450044b1e,P2SIG_3e8450044b1e,True,False,
H0868,P1SIG_953727e0f19c,P2SIG_953727e0f19c,True,False,
H0869,P1SIG_7ca0db7c0946,P2SIG_7ca0db7c0946,True,False,
H0870,P1SIG_9b29a6379c7b,P2SIG_9b29a6379c7b,True,False,
H0871,P1SIG_02844fcf48ab,P2SIG_02844fcf48ab,True,False,
H0872,P1SIG_ef58b94c11ae,P2SIG_ef58b94c11ae,True,False,
H0873,P1SIG_d7595041e852,P2SIG_d7595041e852,True,False,
H0874,P1SIG_d0d3328b8169,P2SIG_d0d3328b8169,True,False,
H0875,P1SIG_5bd61c7dbd77,P2SIG_5bd61c7dbd77,True,False,
H0876,P1SIG_18fa74276cb5,P2SIG_18fa74276cb5,True,False,
H0877,P1SIG_0620410523cb,P2SIG_0620410523cb,True,False,
H0878,P1SIG_7ca0db7c0946,P2SIG_7ca0db7c0946,True,False,
H0879,P1SIG_cb7ede83831f,P2SIG_cb7ede83831f,True,False,
H0880,P1SIG_44c39709264b,P2SIG_44c39709264b,True,False,
H0881,P1SIG_9b56e3ab7876,P2SIG_9b56e3ab7876,True,False,
H0882,P1SIG_bc0e3200354a,P2SIG_bc0e3200354a,True,False,
H0883,P1SIG_5a13d2574219,P2SIG_5a13d2574219,True,False,
H0884,P1SIG_e32078d0500f,P2SIG_e32078d0500f,True,False,
H0885,P1SIG_f67dca31411d,P2SIG_f67dca31411d,True,False,
H0886,P1SIG_c7164f305682,P2SIG_c7164f305682,True,False,
H0887,P1SIG_c7164f305682,P2SIG_c7164f305682,True,False,
H0888,P1SIG_7ca0db7c0946,P2SIG_7ca0db7c0946,True,False,
H0889,P1SIG_c7164f305682,P2SIG_c7164f305682,True,False,
H0890,P1SIG_c7164f305682,P2SIG_c7164f305682,True,False,
H0891,P1SIG_2677407683aa,P2SIG_2677407683aa,True,False,
H0892,P1SIG_a7984616dea4,P2SIG_a7984616dea4,True,False,
H0893,P1SIG_a7984616dea4,P2SIG_a7984616dea4,True,False,
H0894,P1SIG_c8e7aa31a30d,P2SIG_c8e7aa31a30d,True,False,
H0895,P1SIG_6410ad751165,P2SIG_6410ad751165,True,False,
H0896,P1SIG_12730193310a,P2SIG_12730193310a,True,False,
H0897,P1SIG_d911d5ec22e5,P2SIG_d911d5ec22e5,True,False,
H0898,P1SIG_0b46ea1108ae,P2SIG_0b46ea1108ae,True,False,
H0899,P1SIG_0b46ea1108ae,P2SIG_0b46ea1108ae,True,False,
H0900,P1SIG_88cb86fc1aae,P2SIG_88cb86fc1aae,True,False,
H0901,P1SIG_b1928cc08877,P2SIG_b1928cc08877,True,False,
H0902,P1SIG_5b1c1c9160b3,P2SIG_5b1c1c9160b3,True,False,
H0903,P1SIG_a7672936910a,P2SIG_a7672936910a,True,False,
H0904,P1SIG_88f1f4228f1a,P2SIG_88f1f4228f1a,True,False,
H0905,P1SIG_b9a5844724d3,P2SIG_b9a5844724d3,True,False,
H0906,P1SIG_9061ad6d2b9f,P2SIG_9061ad6d2b9f,True,False,
H0907,P1SIG_3290516fbb04,P2SIG_3290516fbb04,True,False,
H0908,P1SIG_40ac796ed032,P2SIG_40ac796ed032,True,False,
H0909,P1SIG_40ac796ed032,P2SIG_40ac796ed032,True,False,
H0910,P1SIG_40ac796ed032,P2SIG_40ac796ed032,True,False,
H0911,P1SIG_f05264598ab7,P2SIG_f05264598ab7,True,False,
H0912,P1SIG_40ac796ed032,P2SIG_40ac796ed032,True,False,
H0913,P1SIG_40ac796ed032,P2SIG_40ac796ed032,True,False,
H0914,P1SIG_adc3cea14e67,P2SIG_adc3cea14e67,True,False,
H0915,P1SIG_636690108da6,P2SIG_636690108da6,True,False,
H0916,P1SIG_adc3cea14e67,P2SIG_adc3cea14e67,True,False,
H0917,P1SIG_4f183813675e,P2SIG_4f183813675e,True,False,
H0918,P1SIG_ec4349dd803d,P2SIG_ec4349dd803d,True,False,
H0919,P1SIG_592ce44ebce1,P2SIG_592ce44ebce1,True,False,
H0920,P1SIG_6b696b6d58d4,P2SIG_6b696b6d58d4,True,False,
H0921,P1SIG_bd0b3ddd2063,P2SIG_bd0b3ddd2063,True,False,
H0922,P1SIG_ba0c857ba83c,P2SIG_ba0c857ba83c,True,False,
H0923,P1SIG_4b6f9072e8e4,P2SIG_4b6f9072e8e4,True,False,
H0924,P1SIG_84988e4e869c,P2SIG_84988e4e869c,True,False,
H0925,P1SIG_caee817f7ef5,P2SIG_caee817f7ef5,True,False,
H0926,P1SIG_9d8c32c09a36,P2SIG_9d8c32c09a36,True,False,
H0927,P1SIG_9d8c32c09a36,P2SIG_9d8c32c09a36,True,False,
H0928,P1SIG_9d8c32c09a36,P2SIG_9d8c32c09a36,True,False,
H0929,P1SIG_008fb938cf34,P2SIG_008fb938cf34,True,False,
H0930,P1SIG_c797cc1c36c4,P2SIG_c797cc1c36c4,True,False,
H0931,P1SIG_c797cc1c36c4,P2SIG_c797cc1c36c4,True,False,
H0932,P1SIG_51b5be3d1f17,P2SIG_51b5be3d1f17,True,False,
H0933,P1SIG_c797cc1c36c4,P2SIG_c797cc1c36c4,True,False,
H0934,P1SIG_2b2aef9a22bf,P2SIG_2b2aef9a22bf,True,False,
H0935,P1SIG_f6d1d4899699,P2SIG_f6d1d4899699,True,False,
H0936,P1SIG_1ce2cbd827ee,P2SIG_1ce2cbd827ee,True,False,
H0937,P1SIG_147057346d5e,P2SIG_147057346d5e,True,False,
H0938,P1SIG_45aa563130fa,P2SIG_45aa563130fa,True,False,
H0939,P1SIG_41b9212a005f,P2SIG_41b9212a005f,True,False,
H0940,P1SIG_1e26b149e9cb,P2SIG_1e26b149e9cb,True,False,
H0941,P1SIG_c98bef700353,P2SIG_c98bef700353,True,False,
H0942,P1SIG_bc008e66288b,P2SIG_bc008e66288b,True,False,
H0943,P1SIG_b37520902735,P2SIG_b37520902735,True,False,
H0944,P1SIG_24641533cced,P2SIG_24641533cced,True,False,
H0945,P1SIG_a871ab32e3d4,P2SIG_a871ab32e3d4,True,False,
H0946,P1SIG_ecb32cdff3e6,P2SIG_ecb32cdff3e6,True,False,
H0947,P1SIG_89f70e3cf134,P2SIG_89f70e3cf134,True,False,
H0948,P1SIG_1ad666fe50ea,P2SIG_1ad666fe50ea,True,False,
H0949,P1SIG_aade9ca6e472,P2SIG_aade9ca6e472,True,False,
H0950,P1SIG_aade9ca6e472,P2SIG_aade9ca6e472,True,False,
H0951,P1SIG_aade9ca6e472,P2SIG_aade9ca6e472,True,False,
H0952,P1SIG_24641533cced,P2SIG_24641533cced,True,False,
H0953,P1SIG_1ad666fe50ea,P2SIG_1ad666fe50ea,True,False,
H0954,P1SIG_1e12b659d031,P2SIG_1e12b659d031,True,False,
H0955,P1SIG_a8c7a2e3b2df,P2SIG_a8c7a2e3b2df,True,False,
H0956,P1SIG_a8c7a2e3b2df,P2SIG_a8c7a2e3b2df,True,False,
H0957,P1SIG_c35834bdb19f,P2SIG_c35834bdb19f,True,False,
H0958,P1SIG_082b9891ede2,P2SIG_082b9891ede2,True,False,
H0959,P1SIG_4bc96374eedd,P2SIG_4bc96374eedd,True,False,
H0960,P1SIG_082b9891ede2,P2SIG_082b9891ede2,True,False,
H0961,P1SIG_7d8ed6b0d7e1,P2SIG_7d8ed6b0d7e1,True,False,
H0962,P1SIG_b91635ec7876,P2SIG_b91635ec7876,True,False,
H0963,P1SIG_6da0a978b91e,P2SIG_6da0a978b91e,True,False,
H0964,P1SIG_3e8450044b1e,P2SIG_3e8450044b1e,True,False,
H0965,P1SIG_ce843446e503,P2SIG_ce843446e503,True,False,
H0966,P1SIG_7ce11234596b,P2SIG_7ce11234596b,True,False,
H0967,P1SIG_4ab696bcd772,P2SIG_4ab696bcd772,True,False,
H0968,P1SIG_0d58166cffce,P2SIG_0d58166cffce,True,False,
H0969,P1SIG_08439f9bb950,P2SIG_08439f9bb950,True,False,
H0970,P1SIG_9fc449f0cff0,P2SIG_9fc449f0cff0,True,False,
H0971,P1SIG_7d77f1fccabd,P2SIG_7d77f1fccabd,True,False,
H0972,P1SIG_2765d73e44ed,P2SIG_2765d73e44ed,True,False,
H0973,P1SIG_2765d73e44ed,P2SIG_2765d73e44ed,True,False,
H0974,P1SIG_e99f9ecec9ca,P2SIG_e99f9ecec9ca,True,False,
H0975,P1SIG_e99f9ecec9ca,P2SIG_e99f9ecec9ca,True,False,
H0976,P1SIG_a8bfad9364eb,P2SIG_a8bfad9364eb,True,False,
H0977,P1SIG_d6be6e5c9207,P2SIG_d6be6e5c9207,True,False,
H0978,P1SIG_43e14141a333,P2SIG_43e14141a333,True,False,
H0979,P1SIG_fc708045068e,P2SIG_fc708045068e,True,False,
H0980,P1SIG_fc708045068e,P2SIG_fc708045068e,True,False,
H0981,P1SIG_da5bbe2e6875,P2SIG_da5bbe2e6875,True,False,
H0982,P1SIG_d6be6e5c9207,P2SIG_d6be6e5c9207,True,False,
H0983,P1SIG_04cf9df84c0b,P2SIG_04cf9df84c0b,True,False,
H0984,P1SIG_04cf9df84c0b,P2SIG_04cf9df84c0b,True,False,
H0985,P1SIG_82f5cb60d85c,P2SIG_82f5cb60d85c,True,False,
H0986,P1SIG_cfedb189d003,P2SIG_cfedb189d003,True,False,
H0987,P1SIG_d6be6e5c9207,P2SIG_d6be6e5c9207,True,False,
H0988,P1SIG_53b8439ef10c,P2SIG_53b8439ef10c,True,False,
H0989,P1SIG_7438f8f126f4,P2SIG_7438f8f126f4,True,False,
H0990,P1SIG_6aab59f3eacc,P2SIG_6aab59f3eacc,True,False,
H0991,P1SIG_d6be6e5c9207,P2SIG_d6be6e5c9207,True,False,
H0992,P1SIG_ea1ead304dbf,P2SIG_ea1ead304dbf,True,False,
H0993,P1SIG_5ee4510c7000,P2SIG_5ee4510c7000,True,False,
H0994,P1SIG_a9418b428f99,P2SIG_a9418b428f99,True,False,
H0995,P1SIG_1431584e10f4,P2SIG_1431584e10f4,True,False,
H0996,P1SIG_9d88a173fe85,P2SIG_9d88a173fe85,True,False,
H0997,P1SIG_9d88a173fe85,P2SIG_9d88a173fe85,True,False,
H0998,P1SIG_f014a5848c36,P2SIG_f014a5848c36,True,False,
H0999,P1SIG_9a63abb3cdd2,P2SIG_9a63abb3cdd2,True,False,
H1000,P1SIG_f014a5848c36,P2SIG_f014a5848c36,True,False,
H1001,P1SIG_c132aec841c7,P2SIG_c132aec841c7,True,False,
H1002,P1SIG_99da9c220f89,P2SIG_99da9c220f89,True,False,
H1003,P1SIG_99da9c220f89,P2SIG_99da9c220f89,True,False,
H1004,P1SIG_fffa0acae2cb,P2SIG_fffa0acae2cb,True,False,
H1005,P1SIG_0eb7cffdf36f,P2SIG_0eb7cffdf36f,True,False,
H1006,P1SIG_554b067bfb6d,P2SIG_554b067bfb6d,True,False,
H1007,P1SIG_24641533cced,P2SIG_24641533cced,True,False,
H1008,P1SIG_e11feb61a438,P2SIG_e11feb61a438,True,False,
H1009,P1SIG_953727e0f19c,P2SIG_953727e0f19c,True,False,
H1010,P1SIG_5b3cecd90c07,P2SIG_5b3cecd90c07,True,False,
H1011,P1SIG_1c53ad8297f8,P2SIG_1c53ad8297f8,True,False,
H1012,P1SIG_2fb3bf687bf5,P2SIG_2fb3bf687bf5,True,False,
H1013,P1SIG_a269addafd87,P2SIG_a269addafd87,True,False,
H1014,P1SIG_6ef52a8f706a,P2SIG_6ef52a8f706a,True,False,
H1015,P1SIG_fb3f19cd5c0a,P2SIG_fb3f19cd5c0a,True,False,
H1016,P1SIG_fb3f19cd5c0a,P2SIG_fb3f19cd5c0a,True,False,
H1017,P1SIG_fb3f19cd5c0a,P2SIG_fb3f19cd5c0a,True,False,
H1018,P1SIG_7c2a40180195,P2SIG_7c2a40180195,True,False,
H1019,P1SIG_98ec79ed556f,P2SIG_98ec79ed556f,True,False,
H1020,P1SIG_98ec79ed556f,P2SIG_98ec79ed556f,True,False,
H1021,P1SIG_189f3a701e2b,P2SIG_189f3a701e2b,True,False,
H1022,P1SIG_22ee4049cd25,P2SIG_22ee4049cd25,True,False,
H1023,P1SIG_e228eccb6bc2,P2SIG_e228eccb6bc2,True,False,
H1024,P1SIG_ccff8704c15c,P2SIG_ccff8704c15c,True,False,
H1025,P1SIG_52a5f922d0f2,P2SIG_52a5f922d0f2,True,False,
H1026,P1SIG_ba4fb545ef78,P2SIG_ba4fb545ef78,True,False,
H1027,P1SIG_ed1f3d94aa21,P2SIG_ed1f3d94aa21,True,False,
H1028,P1SIG_1e97727f686b,P2SIG_1e97727f686b,True,False,
H1029,P1SIG_1911acd50b6e,P2SIG_1911acd50b6e,True,False,
H1030,P1SIG_7de5a8b3e7f9,P2SIG_7de5a8b3e7f9,True,False,
H1031,P1SIG_9fa405d7899d,P2SIG_9fa405d7899d,True,False,
H1032,P1SIG_32985646f961,P2SIG_32985646f961,True,False,
H1033,P1SIG_29a6f39d5052,P2SIG_29a6f39d5052,True,False,
H1034,P1SIG_3dcc26eed848,P2SIG_3dcc26eed848,True,False,
H1035,P1SIG_ffaad43f8e1e,P2SIG_ffaad43f8e1e,True,False,
H1036,P1SIG_b4f44fc9e539,P2SIG_b4f44fc9e539,True,False,
H1037,P1SIG_c4d4610dd910,P2SIG_c4d4610dd910,True,False,
H1038,P1SIG_aedcf3af8431,P2SIG_aedcf3af8431,True,False,
H1039,P1SIG_2fb3bf687bf5,P2SIG_2fb3bf687bf5,True,False,
H1040,P1SIG_d9f0fe6708b0,P2SIG_d9f0fe6708b0,True,False,
H1041,P1SIG_a01a3b9316d8,P2SIG_a01a3b9316d8,True,False,
H1042,P1SIG_6a03e1703dcb,P2SIG_6a03e1703dcb,True,False,
H1043,P1SIG_70532ed82d81,P2SIG_70532ed82d81,True,False,
H1044,P1SIG_e3e46da5d7a0,P2SIG_e3e46da5d7a0,True,False,
H1045,P1SIG_f2810554dc6f,P2SIG_f2810554dc6f,True,False,
H1046,P1SIG_f2810554dc6f,P2SIG_f2810554dc6f,True,False,
H1047,P1SIG_2b23a3e4bd3f,P2SIG_2b23a3e4bd3f,True,False,
H1048,P1SIG_15021dd7a4db,P2SIG_15021dd7a4db,True,False,
H1049,P1SIG_2b23a3e4bd3f,P2SIG_2b23a3e4bd3f,True,False,
H1050,P1SIG_a4a24a469429,P2SIG_a4a24a469429,True,False,
H1051,P1SIG_941d2832fec4,P2SIG_941d2832fec4,True,False,
H1052,P1SIG_0b88b4c93ec8,P2SIG_0b88b4c93ec8,True,False,
H1053,P1SIG_ffaad43f8e1e,P2SIG_ffaad43f8e1e,True,False,
H1054,P1SIG_8ace3bd3f588,P2SIG_8ace3bd3f588,True,False,
H1055,P1SIG_941d2832fec4,P2SIG_941d2832fec4,True,False,
H1056,P1SIG_123c28dcb2a4,P2SIG_123c28dcb2a4,True,False,
H1057,P1SIG_a871ab32e3d4,P2SIG_a871ab32e3d4,True,False,
H1059,P1SIG_9a253e1c4385,P2SIG_9a253e1c4385,True,False,
H1060,P1SIG_98697b1d2c8a,P2SIG_98697b1d2c8a,True,False,
H1061,P1SIG_c49ea814bdf0,P2SIG_c49ea814bdf0,True,False,
H1062,P1SIG_a871ab32e3d4,P2SIG_a871ab32e3d4,True,False,
H1063,P1SIG_a871ab32e3d4,P2SIG_a871ab32e3d4,True,False,
