current_target_id,proposed_canonical_target_id,hgnc_id,hgnc_match_type,source_internal_target_ids,source_uniprot_values,approved_final_operation,authority_snapshot_hashes,canonical_target_id,duplicate_canonical_pairs_removed,source_provenance_preserved
MRP3,ABCC3,HGNC:54,Alias symbol,,Q96QA9,MERGE_WITH_EXISTING_CANONICAL_GENE,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,ABCC3,0,True
P27 KIP1,CDKN1B,HGNC:1785,Alias symbol,T25S1M,O43806,MERGE_WITH_EXISTING_CANONICAL_GENE,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,CDKN1B,36,True
